Name,Location,Address,PRICE RANGE,CUISINES,SPECIAL DIETS,Meals,FEATURES,Link,Budget
Monsoon Colombo,"50/2 Park Street Colombo 02, Colombo 00200 Sri Lanka","Park Street Colombo 02, Colombo 00200 ","[' 1,187 ', '  6,924']","Thai, Vietnamese, Malaysian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Drinks","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Outdoor Seating, Wine and Beer, Gift Cards Available",https://www.tripadvisor.com/Restaurant_Review-g293962-d13163114-Reviews-Monsoon_Colombo-Colombo_Western_Province.html,Medium
rare at Residence,"20 Park Street Colombo 2, Colombo 00200 Sri Lanka","Park Street Colombo 2, Colombo 00200 ","[' 2,967 ', '  14,837']","International, Fusion, European, Asian, Sri Lankan","Vegetarian Friendly, Gluten Free Options, Vegan Options","Dinner, Brunch, Lunch","Reservations, Seating, Parking Available, Validated Parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Private Dining, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d8360541-Reviews-Rare_at_Residence-Colombo_Western_Province.html,Medium
Sugar Bistro & Wine Bar,"Crescat Boulevard, Lobby -L1 Colombo 00300, Colombo Sri Lanka","Crescat Boulevard, Lobby -L1 Colombo 00300, Colombo ","[' 1000 ', '  30 000']","European, Wine Bar","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d3600839-Reviews-Sugar_Bistro_Wine_Bar-Colombo_Western_Province.html,Medium
Ministry of Crab,"Old Dutch Hospital, Colombo Sri Lanka","Old Dutch Hospital, Colombo","[' 6,924 ', '  39,565']","Seafood, Asian, Sri Lankan",Gluten Free Options,"Lunch, Dinner","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d2477739-Reviews-Ministry_of_Crab-Colombo_Western_Province.html,Medium
Palmyrah Restaurant,"328 Galle Rd Kollupitiya, Colombo 3 Sri Lanka","Galle Rd Kollupitiya, Colombo 3 ","[' 2,967 ', '  3,956']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Drinks, Breakfast","Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Parking Available, Highchairs Available",https://www.tripadvisor.com/Restaurant_Review-g293962-d1133594-Reviews-Palmyrah_Restaurant-Colombo_Western_Province.html,Low
Upali's,"65 C W W Kannangara Mawatha, Colombo Sri Lanka","C W W Kannangara Mawatha, Colombo","[' 989 ', '  2,967']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch","Outdoor Seating, Valet Parking, Takeout, Reservations, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d5986538-Reviews-Upali_s-Colombo_Western_Province.html,Low
Shanmugas,"06 53/3 Ramakrishna Road Colombo, Colombo 00600 Sri Lanka","Ramakrishna Road Colombo, Colombo 00600","[' 5,935 ', '  15,826']","Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch","Delivery, Takeout, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1117733-Reviews-Shanmugas-Colombo_Western_Province.html,Medium
AYU,"24 Dharmapala Mawatha 4th Floor, Colombo 00300 Sri Lanka","Dharmapala Mawatha 4th Floor, Colombo 00300","[' 2,967 ', '  8,902']","Indian, European, Asian, Contemporary, Sri Lankan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Reservations, Buffet, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d12506507-Reviews-AYU-Colombo_Western_Province.html,Medium
Indian Summer Colombo,"7 42, Horton Place, Colombo Cinamon Gardens, Colombo 00700 Sri Lanka","Horton Place, Colombo Cinamon Gardens, Colombo 00700","[' 15 ', '  20']","Indian, Asian, Fusion","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner, Brunch","Wheelchair Accessible, Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d7346214-Reviews-Indian_Summer_Colombo-Colombo_Western_Province.html,Low
The Poolside Bar and Terrace,"2 Galle Road Galle Face Hotel, Colombo Sri Lanka","Galle Road Galle Face Hotel, Colombo","[' 1,978 ', '  2,967']","Bar, International, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Reservations, Serves Alcohol, Full Bar, Free Wifi, Table Service, Waterfront",https://www.tripadvisor.com/Restaurant_Review-g293962-d1081462-Reviews-The_Poolside_Bar_and_Terrace-Colombo_Western_Province.html,Low
Black Pepper,"Chatham Street No. 62/6, Dutch Hospital Square, Colombo 01000 Sri Lanka","Dutch Hospital Square, Colombo 01000 ","[' 2,500 ', '  6,000']","Seafood, Asian, Sri Lankan",Vegetarian Friendly,"Lunch, Dinner","Wheelchair Accessible, Reservations, Seating, Free off-street parking, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Parking Available, Highchairs Available, Full Bar",https://www.tripadvisor.com/Restaurant_Review-g293962-d11864887-Reviews-Black_Pepper-Colombo_Western_Province.html,Medium
Thai Cuisine Boulevard,"33 Queens Road, Colombo 00300 Sri Lanka","Queens Road, Colombo 00300 ","[' 1000 ', '  30 000']","Asian, Thai","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Takeout, Reservations, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d3658850-Reviews-Thai_Cuisine_Boulevard-Colombo_Western_Province.html,Medium
Playtrix Sports Bar and Cafe,"137 Sir James Pieris Mawatha Colombo City Centre Mall, Colombo 00200 Sri Lanka","Sir James Pieris Mawatha Colombo City Centre Mall, Colombo 00200 ","[' 500 ', '  1,400']","American, Gastropub, Sri Lankan",Vegetarian Friendly,"Dinner, Drinks","akeout, Reservations, Seating, Parking Available, Television, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Full Bar, Accepts Credit Cards, Table Service, Free off-street parking, Wine and Beer, BYOB",https://www.tripadvisor.com/Restaurant_Review-g293962-d7931108-Reviews-Playtrix_Sports_Bar_and_Cafe-Colombo_Western_Province.html,Low
The Bavarian German Restaurant and Pub,"11 Galleface Court Kollupitiya, Colombo 00300 Sri Lanka","Galleface Court Kollupitiya, Colombo 00300","[' 1,780 ', '  5,935']","German, Bar, European, Pub, Central European",Vegetarian Friendly,"Lunch, Dinner, Late Night, Drinks","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d803022-Reviews-The_Bavarian_German_Restaurant_and_Pub-Colombo_Western_Province.html,Medium
Yumi,"25 Galle Face Centre Road Hotel Taj Samudra, Colombo 00300 Sri Lanka","Galle Face Centre Road Hotel Taj Samudra, Colombo 00300","[' 1000 ', '  30 000']",Japanese,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Drinks","Takeout, Reservations, Seating, Parking Available, Validated Parking, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d6280242-Reviews-Yumi-Colombo_Western_Province.html,Medium
A Minute by Tuk Tuk Colombo,"No 9 Level 06, Sunset Terrace, One Galle Face, Colombo, Colombo 00100 Sri Lanka","unset Terrace, One Galle Face, Colombo, Colombo 00100 ","[' 200 ', '  2,000']","Bar, Asian, Sri Lankan, Contemporary, Fusion","Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch, Late Night, Drinks","Reservations, Seating, Table Service, Serves Alcohol",https://www.tripadvisor.com/Restaurant_Review-g293962-d19436070-Reviews-A_Minute_by_Tuk_Tuk_Colombo-Colombo_Western_Province.html,Low
Park Street Mews Restaurant,"50/1 Park Street Colombo 2, Colombo 00200 Sri Lanka","Park Street Colombo 2, Colombo 00200","[' 989 ', '  2,967']","European, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Drinks","Outdoor Seating, Seating, Parking Available, Street Parking, Validated Parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Highchairs Available, Wheelchair Accessible, Accepts Credit Cards, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d1575108-Reviews-Park_Street_Mews_Restaurant-Colombo_Western_Province.html,Low
Mitsi's Delicacies,"34A Bagatalle Road, Colombo 00300 Sri Lanka","Bagatalle Road, Colombo 00300 ","[' 1000 ', '  30 000']","Cafe, European","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Late Night, Drinks","Takeout, Reservations, Outdoor Seating, Seating, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6000285-Reviews-Mitsi_s_Delicacies-Colombo_Western_Province.html,Medium
Momo's by Ruvi,"664 Galle Main Road, Colombo 00300 Sri Lanka","Galle Main Road, Colombo 00300 ","[' 310 ', '  1,250']","Chinese, Asian","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Takeout, Seating, Wheelchair Accessible, Delivery, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d12332905-Reviews-Momo_s_by_Ruvi-Colombo_Western_Province.html,Low
Calorie Counter Colombo 7,"59, Ward Place, Colombo Sri Lanka","Ward Place, Colombo ","[' 396 ', '  2,374']","International, Grill, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch","Takeout, Outdoor Seating, Seating, Street Parking, Free off-street parking, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Delivery, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d7607871-Reviews-Calorie_Counter_Colombo_7-Colombo_Western_Province.html,Low
Waters Edge,"316 Ethul Kotte Road Battaramulla, Colombo 10100 Sri Lanka","Ethul Kotte Road Battaramulla, Colombo 10100","[' 1000 ', '  30 000']",Sri Lankan,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Late Night, Drinks","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Waterfront",https://www.tripadvisor.com/Restaurant_Review-g293962-d2664837-Reviews-Waters_Edge-Colombo_Western_Province.html,Medium
Flavoured at Cinnamon Red,"59 Ananda Coomaraswamy MW, Colombo 03 59, Ananda Coomaraswamy Mawatha, Colombo Sri Lanka","Ananda Coomaraswamy Mawatha, Colombo","[' 1,978 ', '  3,956']","International, Sri Lankan, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Breakfast, Dinner","Seating, Reservations, Buffet, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Validated Parking, Valet Parking, Serves Alcohol, Full Bar",https://www.tripadvisor.com/Restaurant_Review-g293962-d9739661-Reviews-Flavoured_at_Cinnamon_Red-Colombo_Western_Province.html,Low
Park Street Trattoria,"50/1 Parks street Colombo, Colombo 00200 Sri Lanka","Parks street Colombo, Colombo 00200 ","[' 1,978 ', '  5,935']","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Gluten Free Options, Vegan Options","Lunch, Dinner, Drinks","Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Free off-street parking, Highchairs Available, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d8751256-Reviews-Park_Street_Trattoria-Colombo_Western_Province.html,Medium
Culinary Ceylon,"Hospital Street, Colombo Sri Lanka","Hospital Street, Colombo ","[' 14,837 ', '  19,782']","Sri Lankan, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Breakfast, Lunch","Reservations, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d16648228-Reviews-Culinary_Ceylon-Colombo_Western_Province.html,Medium
Cloud Red,"No.59 Ananda Coomaraswami Mawatha, Colombo 00003 Sri Lanka","Ananda Coomaraswami Mawatha, Colombo 00003 ","[' 1,583 ', '  2,967']","Contemporary, Bar",Vegetarian Friendly,"Dinner, Drinks","Outdoor Seating, Seating, Parking Available, Free off-street parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Reservations, Wine and Beer, Table Service, Validated Parking, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d7341797-Reviews-Cloud_Red-Colombo_Western_Province.html,Low
The Fat Crab,"53 Haig Road Colombo 04, Colombo 00400 Sri Lanka","Haig Road Colombo 04, Colombo 00400","[' 5 ', '  30']","Seafood, Asian, Sri Lankan",Nonveg,"Lunch, Dinner","Highchairs Available, Takeout, Reservations, Seating, Street Parking, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6894994-Reviews-The_Fat_Crab-Colombo_Western_Province.html,Low
The Mango Tree,"No. 82, Dharmapala Mawatha, Colombo Sri Lanka","Dharmapala Mawatha, Colombo","[' 1000 ', '  30 000']","Indian, Asian","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner, Late Night","Delivery, Takeout, Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d793125-Reviews-The_Mango_Tree-Colombo_Western_Province.html,Medium
&Co Pub and Kitchen,"The Steuart by Citrus, No 45, Hospital Lane Off Chatham Street, Colombo 00100 Sri Lanka","Hospital Lane Off Chatham Street, Colombo 00100","[' 1000 ', '  30 000']","Bar, Pub","Vegetarian Friendly, Gluten Free Options, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Reservations, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Parking Available, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d8685062-Reviews-Co_Pub_and_Kitchen-Colombo_Western_Province.html,Medium
The t-Lounge by Dilmah,"Shop #04, Arcade Independence Square, Colombo Sri Lanka","Arcade Independence Square, Colombo ","[' 1000 ', '  30 000']",Cafe,Vegetarian Friendly,"Breakfast, Lunch, Brunch","Takeout, Reservations, Seating, Free Wifi, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d7374797-Reviews-The_t_Lounge_by_Dilmah-Colombo_Western_Province.html,Medium
Revolution Colombo,"No.230, 7 Torrington Ave Trillium Boutique City Hotel - Colombo, Colombo 00700 Sri Lanka","Trillium Boutique City Hotel , Colombo 00700","[' 1,000 ', '  4,500']","Mexican, Bar, International, European, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Drinks","Serves Alcohol, Table Service, Reservations, Seating, Parking Available, Valet Parking, Full Bar, Wine and Beer",https://www.tripadvisor.com/Restaurant_Review-g293962-d19911498-Reviews-Revolution_Colombo-Colombo_Western_Province.html,Low
Robata Grill and Lounge,"No. 24 Dharmapala Mawatha Movenpick Hotel Colombo, Colombo 00300 Sri Lanka","Dharmapala Mawatha Movenpick Hotel Colombo, Colombo 00300","[' 1,600 ', '  3,000']","Japanese, Seafood, Sushi, Asian, Chinese, Thai, Korean","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Lunch","Reservations, Seating, Table Service, Serves Alcohol",https://www.tripadvisor.com/Restaurant_Review-g293962-d12933494-Reviews-Robata_Grill_and_Lounge-Colombo_Western_Province.html,Low
The Sizzle,"32 Walukarama Road, Colombo 00300 Sri Lanka","Walukarama Road, Colombo 00300 ","[' 791 ', '  5,935']",Indian,Vegetarian Friendly,"Lunch, Dinner","Takeout, Seating, Parking Available, Street Parking, Validated Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Delivery, Reservations, Private Dining, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1436615-Reviews-The_Sizzle-Colombo_Western_Province.html,Medium
